Word,Frequency,Probability
synonymous,1,0.00008
synthesis,2,0.00016
synthetic,2,0.00016
systematic,2,0.00016
systematize,1,0.00008
systems,2,0.00016
table,91,0.00727
tablecloth,1,0.00008
tables,2,0.00016
tactile,1,0.00008
takes,2,0.00016
tap,1,0.00008
task,1,0.00008
taste,4,0.00032
tasting,1,0.00008
taught,1,0.00008
tautology,2,0.00016
tax,6,0.00048
taxes,1,0.00008
teaching,2,0.00016
telegram,1,0.00008
tells,8,0.00064
temper,1,0.00008
temperaments,1,0.00008
tempted,1,0.00008
tend,2,0.00016
tendency,2,0.00016
tending,1,0.00008
tenet,1,0.00008
term,1,0.00008
terms,53,0.00423
testimony,5,0.00040
texts,1,0.00008
texture,1,0.00008
theoretically,6,0.00048
theories,3,0.00024
theory,21,0.00168
theses,1,0.00008
thesis,1,0.00008
thinking,11,0.00088
thraldom,1,0.00008
throw,1,0.00008
throws,1,0.00008
thunder,3,0.00024
thwarting,1,0.00008
time,60,0.00479
timeless,1,0.00008
times,10,0.00080
tincture,1,0.00008
told,3,0.00024
tolerably,1,0.00008
tongue,1,0.00008
toothache,1,0.00008
topics,1,0.00008
total,1,0.00008
touch,15,0.00120
touched,2,0.00016
touches,1,0.00008
touching,3,0.00024
trademark,12,0.00096
tradition,2,0.00016
traditional,1,0.00008
trains,1,0.00008
trammels,1,0.00008
transcribe,1,0.00008
transcription,1,0.00008
transfer,1,0.00008
transform,1,0.00008
transitory,1,0.00008
travel,3,0.00024
travelled,2,0.00016
travels,1,0.00008
treated,1,0.00008
treating,1,0.00008
treatment,1,0.00008
tree,22,0.00176
triangle,7,0.00056
triangles,5,0.00040
triangularity,1,0.00008
trifling,1,0.00008
trivial,4,0.00032
trotting,1,0.00008
trouble,1,0.00008
troubled,1,0.00008
troubles,1,0.00008
true,129,0.01031
truism,4,0.00032
trust,2,0.00016
trusted,1,0.00008
trustworthiness,5,0.00040
trustworthy,2,0.00016
truth,87,0.00695
truths,47,0.00375
tuning,1,0.00008
twos,2,0.00016
type,1,0.00008
types,1,0.00008
typical,1,0.00008
tyranny,1,0.00008
ultimate,7,0.00056
ultimately,5,0.00040
unable,3,0.00024
unaccustomed,1,0.00008
unaffected,1,0.00008
unalloyed,2,0.00016
unattainable,1,0.00008
uncertain,1,0.00008
uncertainty,3,0.00024
unchangeable,2,0.00016
unchanged,1,0.00008
unchanging,1,0.00008
uncomfortable,1,0.00008
uncommon,1,0.00008
unconscious,1,0.00008
unconsciously,2,0.00016
undeniable,1,0.00008
undeniably,1,0.00008
underlie,1,0.00008
underlies,1,0.00008
underlying,2,0.00016
understand,21,0.00168
understood,6,0.00048
undertake,1,0.00008
undiminished,1,0.00008
undoubtedly,4,0.00032
undue,1,0.00008
unduly,3,0.00024
unenforceability,1,0.00008
unexamined,2,0.00016
unexpectedly,1,0.00008
unexperienced,1,0.00008
unfamiliar,2,0.00016
unhesitatingly,2,0.00016
uniform,2,0.00016
uniformities,3,0.00024
uniformity,4,0.00032
unimportant,1,0.00008
union,6,0.00048
united,3,0.00024
unites,1,0.00008
uniting,1,0.00008
unity,12,0.00096
universal,29,0.00232
universality,2,0.00016
universals,55,0.00439
universe,30,0.00240
unknowable,3,0.00024
unknown,3,0.00024
unlearn,1,0.00008
unlink,1,0.00008
unnecessary,3,0.00024
unplausible,1,0.00008
unprotected,1,0.00008
unpublished,1,0.00008
unreal,2,0.00016
unreality,2,0.00016
unreasonable,2,0.00016
unreflectingly,1,0.00008
unreflective,1,0.00008
unsafe,1,0.00008
unsolicited,1,0.00008
unsolved,1,0.00008
unsound,1,0.00008
unsuspected,1,0.00008
untrue,3,0.00024
unusual,1,0.00008
unwarrantable,1,0.00008
unwise,1,0.00008
updated,1,0.00008
upset,1,0.00008
upstairs,1,0.00008
urged,3,0.00024
urges,1,0.00008
usage,1,0.00008
useless,3,0.00024
user,3,0.00024
usual,3,0.00024
utility,3,0.00024
utter,2,0.00016
uttering,2,0.00016
utterly,2,0.00016
vague,4,0.00032
vagueness,1,0.00008
vaguer,1,0.00008
vain,1,0.00008
valid,10,0.00080
validity,7,0.00056
validly,4,0.00032
valleys,1,0.00008
valuable,4,0.00032
variable,1,0.00008
variations,1,0.00008
variety,1,0.00008
variously,1,0.00008
vary,2,0.00016
varying,1,0.00008
vast,1,0.00008
veil,1,0.00008
verbs,7,0.00056
verification,1,0.00008
version,1,0.00008
view,52,0.00415
viewed,2,0.00016
viewing,1,0.00008
views,5,0.00040
vindicate,1,0.00008
violates,1,0.00008
violent,1,0.00008
virtue,5,0.00040
virtuous,1,0.00008
virus,1,0.00008
visit,2,0.00016
visual,2,0.00016
vital,2,0.00016
vitally,2,0.00016
vivid,2,0.00016
vividness,2,0.00016
voice,1,0.00008
voices,1,0.00008
void,1,0.00008
volume,1,0.00008
volunteer,1,0.00008
volunteers,4,0.00032
votes,3,0.00024
voyage,1,0.00008
waking,5,0.00040
walk,1,0.00008
walks,1,0.00008
walled,1,0.00008
walls,1,0.00008
war,1,0.00008
warranties,1,0.00008
warrants,1,0.00008
waste,1,0.00008
waves,5,0.00040
wear,1,0.00008
wearing,1,0.00008
weather,1,0.00008
weight,1,0.00008
west,1,0.00008
whatsoever,2,0.00016
white,16,0.00128
whiteness,15,0.00120
wholly,17,0.00136
wide,3,0.00024
wider,2,0.00016
widespread,2,0.00016
widest,4,0.00032
window,1,0.00008
wisdom,2,0.00016
wise,1,0.00008
wishes,5,0.00040
wonderful,1,0.00008
wooden,1,0.00008
word,38,0.00304
wore,1,0.00008
worlds,4,0.00032
worst,1,0.00008
worth,5,0.00040
worthy,2,0.00016
wrings,1,0.00008
writers,1,0.00008
writing,5,0.00040
writings,2,0.00016
written,3,0.00024
wrong,6,0.00048
wrongly,3,0.00024
wrung,2,0.00016
yesterday,4,0.00032
yield,1,0.00008
